,Index,year,biomass
2461,307,2015,223.9834747
2462,307,2016,210.8821564
2463,307,2017,197.5769196
2464,308,2010,150.4752045
2465,308,2011,202.2938538
2466,308,2012,172.0253448
2467,308,2013,141.3061218
2468,308,2014,206.8915863
2469,308,2015,186.7930756
2470,308,2016,152.7548981
2471,308,2017,241.563446
2472,309,2010,281.2525024
2473,309,2011,306.2863464
2474,309,2012,293.578949
2475,309,2013,251.9975891
2476,309,2014,349.9072571
2477,309,2015,341.8544006
2478,309,2016,292.5133667
2479,309,2017,446.4936829
2480,310,2010,193.0054169
2481,310,2011,225.4007874
2482,310,2012,219.1858673
2483,310,2013,179.9011536
2484,310,2014,245.3933411
2485,310,2015,241.8096008
2486,310,2016,211.1616058
2487,310,2017,281.8886414
2488,311,2010,136.7531128
2489,311,2011,165.4304199
2490,311,2012,146.3719635
2491,311,2013,123.1866913
2492,311,2014,158.3070984
2493,311,2015,157.4964294
2494,311,2016,133.1820984
2495,311,2017,217.7537537
2496,312,2010,65.45157623
2497,312,2011,69.78948975
2498,312,2012,72.36460114
2499,312,2013,71.55997467
2500,312,2014,85.27934265
2501,312,2015,84.3405838
2502,312,2016,69.75841522
2503,312,2017,93.43281555
2504,313,2010,108.7886353
2505,313,2011,135.7948303
2506,313,2012,153.0617523
2507,313,2013,152.9334717
2508,313,2014,153.1822205
2509,313,2015,136.4644012
2510,313,2016,115.9290085
2511,313,2017,110.0215912
2512,314,2010,96.18319702
2513,314,2011,130.0698853
2514,314,2012,137.0281372
2515,314,2013,137.0281372
2516,314,2014,137.0281372
2517,314,2015,130.0698853
2518,314,2016,115.2794113
2519,314,2017,96.18319702
2520,315,2010,14.81883812
2521,315,2011,17.85129738
2522,315,2012,16.52906418
2523,315,2013,16.52906418
2524,315,2014,16.52906418
2525,315,2015,17.85129738
2526,315,2016,11.68904495
2527,315,2017,14.81883812
2528,316,2010,0.576595724
2529,316,2011,0.557037771
2530,316,2012,4.192133904
2531,316,2013,4.192133904
2532,316,2014,4.192133904
2533,316,2015,0.557037771
2534,316,2016,0.338202983
2535,316,2017,0.576595724
2536,317,2010,0.834443331
2537,317,2011,15.03618622
2538,317,2012,15.57806492
2539,317,2013,1.554520726
2540,317,2014,17.89783096
2541,317,2015,1.00215137
2542,317,2016,0.846474469
2543,317,2017,0.929475904
2544,318,2010,0.779678524
2545,318,2011,14.04935551
2546,318,2012,14.55567074
2547,318,2013,1.452497005
2548,318,2014,16.7231884
2549,318,2015,0.93637979
2550,318,2016,0.79091996
2551,318,2017,0.868474007
2552,319,2010,8.704866409
2553,319,2011,16.4995575
2554,319,2012,23.43997002
2555,319,2013,11.03303051
2556,319,2014,19.2908268
2557,319,2015,10.07287693
2558,319,2016,8.838282585
2559,319,2017,8.820519447
2560,320,2010,11.87491131
2561,320,2011,13.85743523
2562,320,2012,29.27493286
2563,320,2013,14.65126991
2564,320,2014,16.27406883
2565,320,2015,13.01856804
2566,320,2016,11.88629913
2567,320,2017,11.81569004
2568,321,2010,4.431401253
2569,321,2011,2.432492495
2570,321,2012,2.891938925
2571,321,2013,5.483698368
2572,321,2014,0.934503734
2573,321,2015,5.259974003
2574,321,2016,4.61222887
2575,321,2017,4.614496708
2576,322,2010,19.70737267
2577,322,2011,24.93835068
2578,322,2012,44.15403748
2579,322,2013,26.19421959
2580,322,2014,24.16470909
2581,322,2015,8.019633293
2582,322,2016,19.49997902
2583,322,2017,20.24890327
2584,323,2010,56.58897781
2585,323,2011,134.2748413
2586,323,2012,169.4613037
2587,323,2013,126.0817871
2588,323,2014,96.81665802
2589,323,2015,96.46134186
2590,323,2016,80.58092499
2591,323,2017,64.50466919
2592,324,2010,49.07649612
2593,324,2011,83.55516815
2594,324,2012,102.6483307
2595,324,2013,97.23100281
2596,324,2014,76.61995697
2597,324,2015,99.82000732
2598,324,2016,77.93688202
2599,324,2017,56.53652954
2600,325,2010,25.06488419
2601,325,2011,47.8299942
2602,325,2012,41.11740112
2603,325,2013,18.67655373
2604,325,2014,55.47027206
2605,325,2015,15.97859478
2606,325,2016,14.62932587
2607,325,2017,27.05689812
2608,326,2010,1.679946423
2609,326,2011,6.114077091
2610,326,2012,5.564297676
2611,326,2013,2.328388929
2612,326,2014,5.638970852
2613,326,2015,0.533754647
2614,326,2016,0.524983704
2615,326,2017,0.662032783
2616,327,2010,0.050445266
2617,327,2011,0.035700902
2618,327,2012,0.029768134
2619,327,2013,0.007623963
2620,327,2014,0.046331756
2621,327,2015,0.007596753
2622,327,2016,0.006975922
2623,327,2017,0.01031168
2624,328,2010,0.51743269
2625,328,2011,0.493104339
2626,328,2012,0.451083779
2627,328,2013,1.745112538
2628,328,2014,0.515822709
2629,328,2015,0.525681436
2630,328,2016,0.528698087
2631,328,2017,2.04457736
2632,329,2010,0.331065983
2633,329,2011,0.31550014
2634,329,2012,0.288614362
2635,329,2013,1.116565466
2636,329,2014,0.330035895
2637,329,2015,0.336343735
2638,329,2016,0.338273913
2639,329,2017,1.308170319
2640,330,2010,0.312327802
2641,330,2011,0.115089484
2642,330,2012,0.413076013
2643,330,2013,0.006025016
2644,330,2014,0.452765107
2645,330,2015,0.492968857
2646,330,2016,0.006058068
2647,330,2017,0.024503613
2648,331,2010,8.231221199
2649,331,2011,3.033117771
2650,331,2012,10.88638306
2651,331,2013,5.446545124
2652,331,2014,11.93236542
2653,331,2015,12.9919138
2654,331,2016,6.113920689
2655,331,2017,0.645778716
2656,332,2010,16.36407471
2657,332,2011,18.67367363
2658,332,2012,16.42476273
2659,332,2013,5.822729588
2660,332,2014,16.95570755
2661,332,2015,19.12586784
2662,332,2016,7.779372215
2663,332,2017,3.101315498
2664,333,2010,68.80921173
2665,333,2011,77.8924942
2666,333,2012,73.18391418
2667,333,2013,56.86041641
2668,333,2014,88.03372192
2669,333,2015,87.72319794
2670,333,2016,65.44428253
2671,333,2017,40.90125275
2672,334,2010,94.39044952
2673,334,2011,105.7559052
2674,334,2012,102.3781433
2675,334,2013,118.2681046
2676,334,2014,127.3980026
2677,334,2015,119.2240143
2678,334,2016,135.8787689
2679,334,2017,78.95967865
2680,335,2010,94.75572968
2681,335,2011,163.0955963
2682,335,2012,123.796608
2683,335,2013,89.28470612
2684,335,2014,143.8260345
2685,335,2015,113.9263992
2686,335,2016,102.4194107
2687,335,2017,65.73932648
2688,336,2010,176.7667084
2689,336,2011,207.7671051
2690,336,2012,221.1334991
2691,336,2013,153.2378845
2692,336,2014,240.3226318
2693,336,2015,215.1492615
2694,336,2016,151.5576782
2695,336,2017,146.6989899
2696,337,2010,263.828949
2697,337,2011,233.4038849
2698,337,2012,286.4567566
2699,337,2013,275.0836487
2700,337,2014,354.3711548
2701,337,2015,305.4767456
2702,337,2016,271.98526
2703,337,2017,241.8605499
2704,338,2010,199.4533234
2705,338,2011,307.0892029
2706,338,2012,243.7510681
2707,338,2013,217.1910706
2708,338,2014,293.030426
2709,338,2015,232.8836975
2710,338,2016,228.5826263
2711,338,2017,163.8807831
2712,339,2010,196.6701965
2713,339,2011,266.5172119
2714,339,2012,194.8467255
2715,339,2013,223.3239746
2716,339,2014,247.6314087
2717,339,2015,220.4295959
2718,339,2016,229.67276
2719,339,2017,168.83078
2720,340,2010,226.3191071
2721,340,2011,246.3032379
2722,340,2012,251.6786652
2723,340,2013,273.8294373
2724,340,2014,290.2072754
2725,340,2015,253.1742249
2726,340,2016,284.2627869
2727,340,2017,142.7276306
2728,341,2010,246.4980469
2729,341,2011,282.3211365
2730,341,2012,303.4024048
2731,341,2013,249.4203644
2732,341,2014,338.3515015
2733,341,2015,303.1160889
2734,341,2016,261.9502563
2735,341,2017,200.121582
2736,342,2010,233.1711578
2737,342,2011,277.9871216
2738,342,2012,241.7696991
2739,342,2013,245.3520813
2740,342,2014,301.5685425
2741,342,2015,278.6253967
2742,342,2016,248.3460999
2743,342,2017,161.7997131
2744,343,2010,173.2799835
2745,343,2011,257.9866943
2746,343,2012,188.5379028
2747,343,2013,191.7159271
2748,343,2014,204.9967804
2749,343,2015,178.0771179
2750,343,2016,204.0347748
2751,343,2017,159.2014618
2752,344,2010,153.1169891
2753,344,2011,210.9594269
2754,344,2012,215.4984589
2755,344,2013,180.3262329
2756,344,2014,195.87854
2757,344,2015,177.5203094
2758,344,2016,153.5485229
2759,344,2017,184.9923859
2760,345,2010,206.1130524
2761,345,2011,162.2002716
2762,345,2012,153.4178162
2763,345,2013,188.0305176
2764,345,2014,234.4668579
2765,345,2015,185.9389496
2766,345,2016,222.8173981
2767,345,2017,237.6533356
2768,346,2010,167.9531708
2769,346,2011,236.5247803
2770,346,2012,279.20755
2771,346,2013,169.9273987
2772,346,2014,216.1600037
2773,346,2015,155.0879517
2774,346,2016,158.4870758
2775,346,2017,172.6775513
2776,347,2010,183.4173126
2777,347,2011,259.4112549
2778,347,2012,261.2809448
2779,347,2013,207.7388916
2780,347,2014,239.8574829
2781,347,2015,209.8116455
2782,347,2016,211.474884
2783,347,2017,247.1425934
2784,348,2010,237.0367737
2785,348,2011,252.0353088
2786,348,2012,238.6967316
2787,348,2013,238.624649
2788,348,2014,262.3990479
2789,348,2015,238.8543549
2790,348,2016,270.5976257
2791,348,2017,264.5175781
2792,349,2010,225.7448425
2793,349,2011,228.7707062
2794,349,2012,200.9030762
2795,349,2013,211.6141663
2796,349,2014,260.3321228
2797,349,2015,197.6434479
2798,349,2016,258.7470398
2799,349,2017,245.2266235
2800,350,2010,159.7945404
2801,350,2011,215.6486969
2802,350,2012,177.0265961
2803,350,2013,143.8378754
2804,350,2014,207.7119598
2805,350,2015,172.6233368
2806,350,2016,159.1365662
2807,350,2017,210.1061859
2808,351,2010,227.934967
2809,351,2011,287.1832886
2810,351,2012,259.3143311
2811,351,2013,217.8785706
2812,351,2014,304.8145752
2813,351,2015,281.6389465
2814,351,2016,253.9334717
2815,351,2017,402.1633606
2816,352,2010,160.9376831
2817,352,2011,169.8335266
2818,352,2012,178.1874695
2819,352,2013,142.3199921
2820,352,2014,206.2366028
2821,352,2015,196.1119843
2822,352,2016,179.0171814
2823,352,2017,254.9920654
2824,353,2010,50.42720413
2825,353,2011,51.64805222
2826,353,2012,51.05338669
2827,353,2013,53.4403038
2828,353,2014,67.00395203
2829,353,2015,75.18006897
2830,353,2016,58.36648178
2831,353,2017,106.2056503
2832,354,2010,33.64307022
2833,354,2011,39.5851593
2834,354,2012,54.43240356
2835,354,2013,55.16909027
2836,354,2014,55.75281143
2837,354,2015,47.18816376
2838,354,2016,37.84270859
2839,354,2017,43.25247955
2840,355,2010,171.9571381
2841,355,2011,180.6360626
2842,355,2012,185.5449982
2843,355,2013,185.5449982
2844,355,2014,185.5449982
2845,355,2015,180.6360626
2846,355,2016,156.9026489
2847,355,2017,171.9571381
2848,356,2010,189.6651154
2849,356,2011,190.2505341
2850,356,2012,193.5305939
2851,356,2013,193.5305939
2852,356,2014,193.5305939
2853,356,2015,190.2505341
2854,356,2016,170.4624939
2855,356,2017,189.6651154
2856,357,2010,38.16861725
2857,357,2011,35.65584183
2858,357,2012,48.3213768
2859,357,2013,48.3213768
2860,357,2014,48.3213768
2861,357,2015,35.65584183
2862,357,2016,29.85267258
2863,357,2017,38.16861725
2864,358,2010,24.99308777
2865,358,2011,22.02259254
2866,358,2012,38.58195496
2867,358,2013,38.58195496
2868,358,2014,38.58195496
2869,358,2015,22.02259254
2870,358,2016,20.10609055
2871,358,2017,24.99308777
2872,359,2010,0.190745652
2873,359,2011,0.163265914
2874,359,2012,0.1310056
2875,359,2013,0.1310056
2876,359,2014,0.1310056
2877,359,2015,0.163265914
2878,359,2016,0.195222959
2879,359,2017,0.190745652
2880,360,2010,0.105742134
2881,360,2011,1.905412078
2882,360,2012,1.974079847
2883,360,2013,0.196991608
2884,360,2014,2.26804471
2885,360,2015,0.126994386
2886,360,2016,0.107266739
2887,360,2017,0.11778482
2888,361,2010,0.098802239
2889,361,2011,1.78035903
2890,361,2012,1.844520211
2891,361,2013,0.184062973
2892,361,2014,2.119191885
2893,361,2015,0.118659697
2894,361,2016,0.100226775
2895,361,2017,0.11005456
2896,362,2010,1.397849083
2897,362,2011,0.883141041
2898,362,2012,0.916733682
2899,362,2013,0.416569889
2900,362,2014,1.062208414
2901,362,2015,0.393970937
2902,362,2016,0.684514701
2903,362,2017,0.997884631
2904,363,2010,3.009768486
2905,363,2011,2.00595212
2906,363,2012,2.273125648
2907,363,2013,1.488338947
2908,363,2014,2.255935431
2909,363,2015,1.343337178
2910,363,2016,1.743261456
2911,363,2017,1.511539459
2912,364,2010,8.466562271
2913,364,2011,6.707180977
2914,364,2012,10.93769646
2915,364,2013,10.21345043
2916,364,2014,7.663714886
2917,364,2015,9.92103672
2918,364,2016,8.95227623
2919,364,2017,8.322644234
2920,365,2010,11.42655468
2921,365,2011,6.175029278
2922,365,2012,15.92758751
2923,365,2013,13.5057354
2924,365,2014,7.107403278
2925,365,2015,12.80885792
2926,365,2016,11.71405315
2927,365,2017,11.01101398
2928,366,2010,2.263798237
2929,366,2011,0.548966289
2930,366,2012,0.496813774
2931,366,2013,2.906435251
2932,366,2014,0.499062955
2933,366,2015,0.455714613
2934,366,2016,2.722006559
2935,366,2017,2.315382957
2936,367,2010,26.4623127
2937,367,2011,39.6082077
2938,367,2012,49.24515533
2939,367,2013,49.66526794
2940,367,2014,45.72294235
2941,367,2015,37.20414734
2942,367,2016,37.52068329
2943,367,2017,35.05107498
2944,368,2010,83.24839783
2945,368,2011,98.30596924
2946,368,2012,130.2654114
2947,368,2013,140.1555328
2948,368,2014,89.43756104
2949,368,2015,121.1267624
2950,368,2016,126.1818085
2951,368,2017,98.14352417
2952,369,2010,52.58541107
2953,369,2011,65.46936035
2954,369,2012,86.70638275
2955,369,2013,85.29191589
2956,369,2014,56.57838821
2957,369,2015,66.37921143
2958,369,2016,73.64498901
2959,369,2017,53.92837143
2960,370,2010,29.65455055
2961,370,2011,83.25399017
2962,370,2012,119.5681
2963,370,2013,39.92963028
2964,370,2014,84.11168671
2965,370,2015,23.43942261
2966,370,2016,26.68811607
2967,370,2017,28.46438599
2968,371,2010,65.79750061
2969,371,2011,138.1094666
2970,371,2012,233.9810333
2971,371,2013,99.62052155
2972,371,2014,129.7186737
2973,371,2015,86.17510223
2974,371,2016,40.23654556
2975,371,2017,49.9196167
2976,372,2010,25.82033157
2977,372,2011,51.80876923
2978,372,2012,65.0728302
2979,372,2013,24.08237648
2980,372,2014,47.97154617
2981,372,2015,21.77617645
2982,372,2016,18.05497742
2983,372,2017,25.61842728
2984,373,2010,5.103104591
2985,373,2011,32.45526886
2986,373,2012,33.13742828
2987,373,2013,5.190031528
2988,373,2014,32.88496017
2989,373,2015,3.434265614
2990,373,2016,3.075031281
2991,373,2017,4.100283146
2992,374,2010,1.642906308
2993,374,2011,25.58622742
2994,374,2012,26.52686691
2995,374,2013,2.739648819
2996,374,2014,30.51778412
2997,374,2015,1.81862843
2998,374,2016,1.547191024
2999,374,2017,1.70751965
3000,375,2010,22.30468369
3001,375,2011,23.12197495
3002,375,2012,30.00806618
3003,375,2013,27.33034706
3004,375,2014,31.41736412
3005,375,2015,29.35700989
3006,375,2016,31.60140419
3007,375,2017,14.26016998
3008,376,2010,104.4574432
3009,376,2011,126.6551208
3010,376,2012,127.5520935
3011,376,2013,101.1177368
3012,376,2014,142.6930389
3013,376,2015,102.478447
3014,376,2016,112.9229965
3015,376,2017,103.6553574
3016,377,2010,127.5747757
3017,377,2011,219.1384583
3018,377,2012,164.6702271
3019,377,2013,111.0379715
3020,377,2014,155.2376404
3021,377,2015,155.2399292
3022,377,2016,127.653717
3023,377,2017,104.9781799
3024,378,2010,164.6800079
3025,378,2011,204.9788971
3026,378,2012,226.0431824
3027,378,2013,105.9422226
3028,378,2014,206.7793121
3029,378,2015,218.1627808
3030,378,2016,116.127449
3031,378,2017,100.1302948
3032,379,2010,147.8983765
3033,379,2011,159.4240875
3034,379,2012,181.7861023
3035,379,2013,117.2845383
3036,379,2014,181.1781769
3037,379,2015,175.7229919
3038,379,2016,101.3431396
3039,379,2017,119.8798065
3040,380,2010,270.6014709
3041,380,2011,282.3711243
3042,380,2012,287.7140808
3043,380,2013,295.00177
3044,380,2014,361.3063354
3045,380,2015,312.3598938
3046,380,2016,287.5684204
3047,380,2017,304.7947083
3048,381,2010,225.3333588
3049,381,2011,313.8400574
3050,381,2012,226.1328735
3051,381,2013,210.4300385
3052,381,2014,296.0128174
3053,381,2015,257.0862122
3054,381,2016,226.1354523
3055,381,2017,153.9558258
3056,382,2010,162.0786133
3057,382,2011,194.5790558
3058,382,2012,186.1889496
3059,382,2013,137.1000214
3060,382,2014,206.6211243
3061,382,2015,183.7140961
3062,382,2016,148.7929382
3063,382,2017,93.21769714
3064,383,2010,160.8808899
3065,383,2011,216.2588348
3066,383,2012,145.644516
3067,383,2013,146.2616272
3068,383,2014,192.0903625
3069,383,2015,178.0321503
3070,383,2016,174.7042694
3071,383,2017,113.1604919
3072,384,2010,127.2178345
3073,384,2011,166.2239227
3074,384,2012,146.9687958
3075,384,2013,125.0518341
3076,384,2014,189.122757
3077,384,2015,153.541275
3078,384,2016,145.3797455
3079,384,2017,108.7569733
3080,385,2010,167.1256866
3081,385,2011,183.1036224
3082,385,2012,149.448349
3083,385,2013,159.7331696
3084,385,2014,190.7813263
3085,385,2015,159.7188721
3086,385,2016,151.6756897
3087,385,2017,100.348671
3088,386,2010,194.0068207
3089,386,2011,249.4195862
3090,386,2012,194.2721252
3091,386,2013,176.0323486
3092,386,2014,207.3426514
3093,386,2015,190.2437592
3094,386,2016,171.2684021
3095,386,2017,155.8491669
3096,387,2010,147.8559113
3097,387,2011,157.3614349
3098,387,2012,153.071991
3099,387,2013,137.7361298
3100,387,2014,156.9469604
3101,387,2015,135.1484833
3102,387,2016,131.4108734
3103,387,2017,122.4314041
3104,388,2010,184.5667267
3105,388,2011,189.0894775
3106,388,2012,161.7143555
3107,388,2013,154.5106812
3108,388,2014,221.055481
3109,388,2015,163.6920624
3110,388,2016,186.308197
3111,388,2017,213.0447235
3112,389,2010,225.5883331
3113,389,2011,317.7244568
3114,389,2012,324.0820923
3115,389,2013,230.2559509
3116,389,2014,277.3522034
3117,389,2015,251.39151
3118,389,2016,220.9156494
3119,389,2017,216.7090149
3120,390,2010,195.4163666
3121,390,2011,253.260376
3122,390,2012,240.1160583
3123,390,2013,194.5878754
3124,390,2014,236.3753357
3125,390,2015,210.3170013
3126,390,2016,224.0024872
3127,390,2017,196.1585236
3128,391,2010,161.8022461
3129,391,2011,233.2292328
3130,391,2012,195.8437195
3131,391,2013,146.7906036
3132,391,2014,194.733963
3133,391,2015,166.0462341
3134,391,2016,178.392746
3135,391,2017,176.8970642
3136,392,2010,145.7745056
3137,392,2011,232.6489716
3138,392,2012,280.0868225
3139,392,2013,133.7201996
3140,392,2014,173.4566803
3141,392,2015,144.3533173
3142,392,2016,158.2132416
3143,392,2017,161.763382
3144,393,2010,146.7939758
3145,393,2011,186.2228241
3146,393,2012,169.7690277
3147,393,2013,126.4159775
3148,393,2014,184.4880219
3149,393,2015,171.947876
3150,393,2016,170.1319275
3151,393,2017,208.5465393
3152,394,2010,156.0284729
3153,394,2011,168.9679108
3154,394,2012,174.2189636
3155,394,2013,144.8656311
3156,394,2014,205.3070374
3157,394,2015,195.6970062
3158,394,2016,183.4760132
3159,394,2017,264.853241
3160,395,2010,102.7177048
3161,395,2011,144.2136841
3162,395,2012,128.2018585
3163,395,2013,99.79304504
3164,395,2014,154.7291412
3165,395,2015,143.8999786
3166,395,2016,132.369339
3167,395,2017,192.5584106
3168,396,2010,169.8098602
3169,396,2011,176.6289063
3170,396,2012,168.8952484
3171,396,2013,157.6734924
3172,396,2014,229.3329773
3173,396,2015,230.7885437
3174,396,2016,196.5202789
3175,396,2017,313.6233826
3176,397,2010,74.57575989
3177,397,2011,68.39685822
3178,397,2012,70.60738373
3179,397,2013,66.79606628
3180,397,2014,84.82859802
3181,397,2015,93.69100189
3182,397,2016,77.39518738
3183,397,2017,106.5649567
3184,398,2010,79.16362
3185,398,2011,78.22467804
3186,398,2012,70.64988708
3187,398,2013,69.2800293
3188,398,2014,72.69419861
3189,398,2015,82.18496704
3190,398,2016,65.41222382
3191,398,2017,82.62365723
3192,399,2010,131.3272705
3193,399,2011,137.0000916
3194,399,2012,159.3408813
3195,399,2013,159.3408813
3196,399,2014,159.3408813
3197,399,2015,137.0000916
3198,399,2016,127.7168274
3199,399,2017,131.3272705
3200,400,2010,97.37062073
3201,400,2011,88.14428711
3202,400,2012,96.9905014
3203,400,2013,96.9905014
3204,400,2014,96.9905014
3205,400,2015,88.14428711
3206,400,2016,89.58972931
3207,400,2017,97.37062073
3208,401,2010,140.382431
3209,401,2011,153.1017303
3210,401,2012,158.328125
3211,401,2013,158.328125
3212,401,2014,158.328125
3213,401,2015,153.1017303
3214,401,2016,144.0640869
3215,401,2017,140.382431
3216,402,2010,28.31735229
3217,402,2011,37.51216888
3218,402,2012,47.1792717
3219,402,2013,47.1792717
3220,402,2014,47.1792717
3221,402,2015,37.51216888
3222,402,2016,29.42885017
3223,402,2017,28.31735229
3224,403,2010,3.466183186
3225,403,2011,3.361813307
3226,403,2012,18.65965652
3227,403,2013,18.65965652
3228,403,2014,18.65965652
3229,403,2015,3.361813307
3230,403,2016,2.491901398
3231,403,2017,3.466183186
3232,404,2010,0.980330348
3233,404,2011,0.653642952
3234,404,2012,0.663136005
3235,404,2013,0.330692977
3236,404,2014,0.781998634
3237,404,2015,0.307877928
3238,404,2016,0.474082232
3239,404,2017,0.633701205
3240,405,2010,2.442950249
3241,405,2011,1.798089147
3242,405,2012,1.937483191
3243,405,2013,1.388739228
3244,405,2014,2.015330553
3245,405,2015,1.240635157
3246,405,2016,1.463885546
3247,405,2017,1.15654707
3248,406,2010,0.059334397
3249,406,2011,0.02295517
3250,406,2012,0.036886677
3251,406,2013,0.067847319
3252,406,2014,0.018755477
3253,406,2015,0.016015425
3254,406,2016,0.082813881
3255,406,2017,0.060085751
3256,407,2010,3.214942694
3257,407,2011,0.723914921
3258,407,2012,0.772786975
3259,407,2013,3.791562557
3260,407,2014,0.674748898
3261,407,2015,0.284286022
3262,407,2016,3.71333766
3263,407,2017,3.151575565
3264,408,2010,1.613166213
3265,408,2011,1.623745561
3266,408,2012,2.420917273
3267,408,2013,2.53970027
3268,408,2014,2.493098021
3269,408,2015,2.575217724
3270,408,2016,2.470237017
3271,408,2017,2.085751057
3272,409,2010,2.428759336
3273,409,2011,2.147568464
3274,409,2012,4.300332069
3275,409,2013,3.513085842
3276,409,2014,3.998729229
3277,409,2015,3.743733168
3278,409,2016,3.543854713
3279,409,2017,3.533986568
3280,410,2010,20.40681076
3281,410,2011,18.51877785
3282,410,2012,16.5891552
3283,410,2013,9.567673683
3284,410,2014,21.67817688
3285,410,2015,8.816007614
3286,410,2016,7.379057407
3287,410,2017,19.99744987
3288,411,2010,14.37513447
3289,411,2011,13.62116146
3290,411,2012,9.230455399
3291,411,2013,5.964205742
3292,411,2014,15.77336693
3293,411,2015,5.526331902
3294,411,2016,4.731478691
3295,411,2017,13.92007923
3296,412,2010,0.225029379
3297,412,2011,0.216715083
3298,412,2012,0.565171242
3299,412,2013,0.636304379
3300,412,2014,0.58926332
3301,412,2015,0.714271069
3302,412,2016,0.669006169
3303,412,2017,0.835130334
3304,413,2010,0.343655735
3305,413,2011,0.394870877
3306,413,2012,0.490447909
3307,413,2013,0.383985728
3308,413,2014,0.348828942
3309,413,2015,0.533358395
3310,413,2016,0.509632766
3311,413,2017,0.688406587
3312,414,2010,0.003452979
3313,414,2011,0.007619126
3314,414,2012,0.009573875
3315,414,2013,0.002619664
3316,414,2014,0.002144823
3317,414,2015,0.00951676
3318,414,2016,0.009545754
3319,414,2017,0.004701834
3320,415,2010,0.689596176
3321,415,2011,0.314689636
3322,415,2012,0.475191981
3323,415,2013,0.117851339
3324,415,2014,0.266999155
3325,415,2015,0.196204498
3326,415,2016,0.127630338
3327,415,2017,0.15666011
3328,416,2010,64.03302765
3329,416,2011,63.23407745
3330,416,2012,77.70946503
3331,416,2013,49.52295685
3332,416,2014,73.01730347
3333,416,2015,18.76984215
3334,416,2016,44.54480362
3335,416,2017,49.10610962
3336,417,2010,55.26504898
3337,417,2011,49.44968414
3338,417,2012,62.67584229
3339,417,2013,109.325798
3340,417,2014,53.87246704
3341,417,2015,85.67601776
3342,417,2016,88.73071289
3343,417,2017,63.71504211
3344,418,2010,56.71092987
3345,418,2011,60.88786697
3346,418,2012,90.5007019
3347,418,2013,111.7285309
3348,418,2014,69.61719513
3349,418,2015,99.63751984
3350,418,2016,99.23764038
3351,418,2017,69.79340363
3352,419,2010,47.78183746
3353,419,2011,51.41719818
3354,419,2012,72.62434387
3355,419,2013,87.39387512
3356,419,2014,58.87701797
3357,419,2015,87.78943634
3358,419,2016,79.15787506
3359,419,2017,38.89153671
3360,420,2010,32.0685997
3361,420,2011,44.01635742
3362,420,2012,42.86693573
3363,420,2013,24.93834496
3364,420,2014,47.35739136
3365,420,2015,23.94662094
3366,420,2016,21.46645546
3367,420,2017,17.18530846
3368,421,2010,56.54370499
3369,421,2011,90.39933777
3370,421,2012,148.9116058
3371,421,2013,49.58667755
3372,421,2014,108.9121704
3373,421,2015,42.22042084
3374,421,2016,31.62713814
3375,421,2017,41.60078049
3376,422,2010,67.16634369
3377,422,2011,73.57657623
3378,422,2012,111.84552
3379,422,2013,67.62428284
3380,422,2014,94.80984497
3381,422,2015,55.92597961
3382,422,2016,50.90812683
3383,422,2017,67.73326111
3384,423,2010,14.3793745
3385,423,2011,44.96847153
3386,423,2012,50.02069855
3387,423,2013,18.83131218
3388,423,2014,48.1856842
3389,423,2015,17.64661217
3390,423,2016,16.49350357
3391,423,2017,22.17269516
3392,424,2010,0.982756078
3393,424,2011,3.403985262
3394,424,2012,5.832188606
3395,424,2013,4.006668091
3396,424,2014,6.207186699
3397,424,2015,4.515231609
3398,424,2016,4.223034859
3399,424,2017,4.512001038
3400,425,2010,0.441653281
3401,425,2011,0.500031352
3402,425,2012,1.72975111
3403,425,2013,1.974725485
3404,425,2014,1.729769588
3405,425,2015,2.289821386
3406,425,2016,2.149447203
3407,425,2017,2.294148684
3408,426,2010,0.842479348
3409,426,2011,1.807639956
3410,426,2012,1.577679038
3411,426,2013,2.030761719
3412,426,2014,2.063308954
3413,426,2015,1.719119668
3414,426,2016,1.998197079
3415,426,2017,2.431642532
3416,427,2010,15.53881168
3417,427,2011,22.1380043
3418,427,2012,17.93227196
3419,427,2013,15.89782238
3420,427,2014,18.00968361
3421,427,2015,15.07542038
3422,427,2016,16.09843826
3423,427,2017,22.20786095
3424,428,2010,85.65748596
3425,428,2011,123.3726349
3426,428,2012,97.06876373
3427,428,2013,79.95941925
3428,428,2014,108.7393112
3429,428,2015,108.2145767
3430,428,2016,85.75970459
3431,428,2017,93.35122681
3432,429,2010,112.7158051
3433,429,2011,126.9580765
3434,429,2012,95.32515717
3435,429,2013,89.15316772
3436,429,2014,137.9104309
3437,429,2015,143.6956329
3438,429,2016,97.94374084
3439,429,2017,154.2282715
3440,430,2010,126.5746384
3441,430,2011,131.1909943
3442,430,2012,144.1059418
3443,430,2013,135.6585541
3444,430,2014,187.5807343
3445,430,2015,150.7759247
3446,430,2016,138.4112549
3447,430,2017,155.1128845
3448,431,2010,178.8204651
3449,431,2011,174.1878052
3450,431,2012,184.6529541
3451,431,2013,138.4578247
3452,431,2014,241.9833679
3453,431,2015,230.5679779
3454,431,2016,156.5391541
3455,431,2017,131.5887909
3456,432,2010,217.562149
3457,432,2011,241.9877167
3458,432,2012,210.6295624
3459,432,2013,186.6610413
3460,432,2014,285.0762939
3461,432,2015,256.7084045
3462,432,2016,211.0936127
